--------- beginning of system
01-30 13:43:53.871   772   772 W wificond: Scheduled scan is not running!
01-30 15:39:43.543  1237  1237 E improveTouch: [TouchServer:83] delete event injector
01-30 15:39:43.543  1237  1237 E improveTouch: [TouchServer:87] delete config management
01-30 15:39:43.544  1237  1237 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:39:43.544  1237  1237 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:39:46.934  1482  1497 I ndroid.systemu: Background concurrent copying GC freed 2001(178KB) AllocSpace objects, 0(0B) LOS objects, 74% free, 6290KB/24MB, paused 157us total 261.061ms
01-30 15:39:47.033   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:39:48.302  1243  1243 I chatty  : uid=1000(system) expire 34 lines
01-30 15:39:48.559  1243  1245 I chatty  : uid=1000(system) expire 1 line
01-30 15:39:48.560  1243  1243 D improveTouch: [DSPTouchProcessor:807] deInit: E
01-30 15:39:48.560  1243  1243 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:39:48.560  1243  1243 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:39:48.560  1243  1243 E improveTouch: [TouchServer:83] delete event injector
01-30 15:39:48.560  1243  1243 E improveTouch: [TouchServer:87] delete config management
01-30 15:39:48.561  1243  1243 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:39:48.561  1243  1243 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:39:49.602  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:39:49.606  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:39:49.632  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:39:50.882   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:39:53.307  1252  1252 I chatty  : uid=1000(system) expire 35 lines
01-30 15:39:53.563  1252  1253 I chatty  : uid=1000(system) expire 1 line
01-30 15:39:53.565  1252  1252 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:39:53.565  1252  1252 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:39:53.565  1252  1252 E improveTouch: [TouchServer:83] delete event injector
01-30 15:39:53.565  1252  1252 E improveTouch: [TouchServer:87] delete config management
01-30 15:39:53.566  1252  1252 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:39:53.566  1252  1252 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:39:54.717   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:39:58.321  1254  1254 I chatty  : uid=1000(system) expire 36 lines
01-30 15:39:58.558   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:39:58.572  1254  1255 I chatty  : uid=1000(system) expire 1 line
01-30 15:39:58.573  1254  1254 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:39:58.574  1254  1254 E improveTouch: [TouchServer:83] delete event injector
01-30 15:39:58.574  1254  1254 E improveTouch: [TouchServer:87] delete config management
01-30 15:39:58.575  1254  1254 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:39:58.575  1254  1254 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:02.085  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:02.087  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:02.108  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:02.401   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:03.335  1261  1261 I chatty  : uid=1000(system) expire 36 lines
01-30 15:40:03.584  1261  1262 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:03.586  1261  1261 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:03.586  1261  1261 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:03.586  1261  1261 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:03.587  1261  1261 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:03.587  1261  1261 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:08.344  1263  1263 I chatty  : uid=1000(system) expire 36 lines
01-30 15:40:08.597  1263  1264 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:08.599  1263  1263 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:08.599  1263  1263 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:08.599  1263  1263 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:08.600  1263  1263 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:08.601  1263  1263 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:08.773  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:08.793  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:08.810  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:10.077   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:10.245  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:10.247  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:10.266  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:13.359  1266  1266 I chatty  : uid=1000(system) expire 36 lines
01-30 15:40:13.615  1266  1267 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:13.616  1266  1266 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:13.616  1266  1266 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:13.616  1266  1266 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:13.618  1266  1266 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:13.618  1266  1266 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:13.918   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:14.678  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:14.680  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:14.700  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:16.151  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:16.153  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:16.173  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:18.453  1286  1286 I chatty  : uid=1000(system) com.google.android.gms.unstable expire 35 lines
01-30 15:40:18.709  1286  1287 I chatty  : uid=1000(system) com.google.android.gms.unstable expire 1 line
01-30 15:40:18.710  1286  1286 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:40:18.710  1286  1286 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:18.710  1286  1286 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:18.710  1286  1286 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:18.711  1286  1286 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:18.711  1286  1286 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:21.603   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:23.385  1296  1296 I chatty  : uid=1000(system) expire 35 lines
01-30 15:40:23.527  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:23.529  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:23.547  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:23.643  1296  1297 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:23.645  1296  1296 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:40:23.645  1296  1296 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:23.645  1296  1296 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:23.645  1296  1296 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:23.646  1296  1296 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:23.646  1296  1296 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:25.010  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:25.012  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:25.032  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:25.438   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:28.397  1298  1298 I chatty  : uid=1000(system) expire 34 lines
01-30 15:40:28.653  1298  1301 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:28.654  1298  1298 D improveTouch: [DSPTouchProcessor:807] deInit: E
01-30 15:40:28.654  1298  1298 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:40:28.654  1298  1298 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:28.654  1298  1298 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:28.654  1298  1298 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:28.655  1298  1298 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:28.655  1298  1298 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:32.344  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.TIME_TICK
01-30 15:40:32.344  1482  1482 D KeyguardUpdateMonitor: handleTimeUpdate
01-30 15:40:32.359  1482  1482 D KeyguardClockSwitch: Updating clock: 340
01-30 15:40:32.377  2670  2891 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-30 15:40:32.385  2670  2891 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-30 15:40:32.400   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:32.408   987  1059 I chatty  : uid=1001(radio) DispatcherModul identical 8 lines
01-30 15:40:32.409   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:32.411  1089  1401 I chatty  : uid=1000(system) WifiScanningSer expire 1 line
01-30 15:40:32.413   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:32.414   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] wait_event:Wait done with Cmd 33
01-30 15:40:32.414   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] do_listen_events: Rcvd valid Netlink Cmd 0 Err 0
01-30 15:40:32.415   492  3676 V WifiHAL : event received NL80211_CMD_TRIGGER_SCAN
01-30 15:40:32.415   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:32.419   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:33.028   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] wait_event:Wait done with Cmd 34
01-30 15:40:33.029   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] do_listen_events: Rcvd valid Netlink Cmd 34 Err 0
01-30 15:40:33.030   492  3676 V WifiHAL : event received NL80211_CMD_NEW_SCAN_RESULTS
01-30 15:40:33.031   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:40:33.031   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report Probe TSF 692655418797 as it greater than Beacon TSF 691987332920
01-30 15:40:33.031   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:40:33.031   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:40:33.031   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 )
01-30 15:40:33.031   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_PSK
01-30 15:40:33.031   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 54
01-30 15:40:33.031   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS ee:db:70:4f:8b:76 LOWI_PHY_MODE_11AC_VHT20_2G(11), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_PSK 11mcRanging: No, ANQP: No, LCI: No, Civic: No, capability(0x0411): ESS Privacy ShortSlotTime
01-30 15:40:33.032   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS ee:db:70:4f:8b:76 FREQ: 2412, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code =    
01-30 15:40:33.032   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS ee:db:70:4f:8b:76 (wlan0) ASSO: NO AddInfo: 0x0, TSF 8, 00:24:15.418, RSSI: -68, CPL: 127, AGE: 10,  SSID POCO C65, TSFDelta: 0x0, TXRate: 0
01-30 15:40:33.032   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:40:33.032   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report Probe TSF 692655418840 as it greater than Beacon TSF 0
01-30 15:40:33.032   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 9
01-30 15:40:33.032   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:af LOWI_PHY_MODE_11NG_HT20(5), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_OPEN 11mcRanging: No, ANQP: No, LCI: No, Civic: No, capability(0x1421): ESS ShortPreamble ShortSlotTime
01-30 15:40:33.032   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:af FREQ: 2462, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code = IN 
01-30 15:40:33.033   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:af (wlan0) ASSO: NO AddInfo: 0x0, TSF 8, 00:24:15.418, RSSI: -104, CPL: 127, AGE: 10,  SSID JioNet, TSFDelta: 0x0, TXRate: 0
01-30 15:40:33.033   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:40:33.033   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report Probe TSF 692655418897 as it greater than Beacon TSF 0
01-30 15:40:33.033   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:40:33.033   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:40:33.033   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 18 01 00 00 0f ac 04 01 00 00 0f ac 04 02 00 00 0f ac 02 00 0f ac 04 )
01-30 15:40:33.033   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_PSK
01-30 15:40:33.033   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 27
01-30 15:40:33.034   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:24:cf:3b:e2:ba LOWI_PHY_MODE_11AC_VHT40_2G(12), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_PSK 11mcRanging: No, ANQP: Yes, LCI: No, Civic: No, capability(0x1411): ESS Privacy ShortSlotTime
01-30 15:40:33.034   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:24:cf:3b:e2:ba FREQ: 2442, cFreq1[40:80:160] = [2432:0:0] cFreq2 = 0 Country Code = US 
01-30 15:40:33.034   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:24:cf:3b:e2:ba (wlan0) ASSO: NO AddInfo: 0x0, TSF 8, 00:24:15.418, RSSI: -148, CPL: 127, AGE: 10,  SSID VT-HQ-HYD, TSFDelta: 0x0, TXRate: 0
01-30 15:40:33.034   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:40:33.034   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report beacon TSF 692655418929 as it greater than probe TSF 692655418929
01-30 15:40:33.034   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:40:33.034   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 01 )
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_EAP
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 55
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 00:a0:0a:2c:c1:11 LOWI_PHY_MODE_11NG_HT20(5), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_EAP 11mcRanging: No, ANQP: Yes, LCI: No, Civic: No, capability(0x0431): ESS Privacy ShortPreamble ShortSlotTime
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 00:a0:0a:2c:c1:11 FREQ: 2412, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code = IN 
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 00:a0:0a:2c:c1:11 (wlan0) ASSO: NO AddInfo: 0x1, TSF 8, 00:24:15.418, RSSI: -160, CPL: 127, AGE: 10,  SSID JioPrivateNet, TSFDelta: 0x0, TXRate: 0
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:40:33.035   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report beacon TSF 692655418961 as it greater than probe TSF 692655418961
01-30 15:40:33.036   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 56
01-30 15:40:33.036   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 00:a0:0a:2c:c1:10 LOWI_PHY_MODE_11NG_HT20(5), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_OPEN 11mcRanging: No, ANQP: No, LCI: No, Civic: No, capability(0x0421): ESS ShortPreamble ShortSlotTime
01-30 15:40:33.036   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 00:a0:0a:2c:c1:10 FREQ: 2412, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code = IN 
01-30 15:40:33.036   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 00:a0:0a:2c:c1:10 (wlan0) ASSO: NO AddInfo: 0x1, TSF 8, 00:24:15.418, RSSI: -160, CPL: 127, AGE: 10,  SSID JioNet, TSFDelta: 0x0, TXRate: 0
01-30 15:40:33.036   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:40:33.036   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report Probe TSF 692655418872 as it greater than Beacon TSF 0
01-30 15:40:33.036   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 18 01 00 00 0f ac 04 01 00 00 0f ac 04 02 00 00 0f ac 01 00 0f ac 03 )
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_EAP
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 9
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:ae LOWI_PHY_MODE_11NG_HT20(5), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_EAP 11mcRanging: No, ANQP: Yes, LCI: No, Civic: No, capability(0x1431): ESS Privacy ShortPreamble ShortSlotTime
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:ae FREQ: 2462, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code = IN 
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:ae (wlan0) ASSO: NO AddInfo: 0x0, TSF 8, 00:24:15.418, RSSI: -104, CPL: 127, AGE: 10,  SSID JioPrivateNet, TSFDelta: 0x0, TXRate: 0
01-30 15:40:33.037   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:40:33.038   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report beacon TSF 692655418987 as it greater than probe TSF 692655418987
01-30 15:40:33.038   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:40:33.038   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:40:33.038   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 )
01-30 15:40:33.038   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_PSK
01-30 15:40:33.038   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 35
01-30 15:40:33.042   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 26:fb:e3:fc:5a:1b LOWI_PHY_MODE_11NG_HT20(5), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_PSK 11mcRanging: No, ANQP: No, LCI: No, Civic: No, capability(0x0411): ESS Privacy ShortSlotTime
01-30 15:40:33.042   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 26:fb:e3:fc:5a:1b FREQ: 2437, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code =    
01-30 15:40:33.042   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 26:fb:e3:fc:5a:1b (wlan0) ASSO: NO AddInfo: 0x1, TSF 8, 00:24:15.418, RSSI: -166, CPL: 127, AGE: 10,  SSID DIRECT-1B-HP 4104dw LJ, TSFDelta: 0x0, TXRate: 0
01-30 15:40:33.042   909  3596 D LOWI-9.0.0.79: [LOWIDiagLog] Log: lowiMeasResult->request: invalid null argument
01-30 15:40:33.042   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] lowi_close_record:Scan done in 692613462ms, 7 APs in scan results
01-30 15:40:33.044  1089  1189 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.net.wifi.SCAN_RESULTS flg=0x4000010 (has extras) } to com.jio.myjio/.jionet.receiver.WifiScanReceiver
01-30 15:40:33.047   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] WipsScanUsingNL: passive scan cached 0, took 60684 ms, err 0
01-30 15:40:33.047   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] lowi_proc_req_passive_scan_with_live_meas - No WLAN Frames to be parsed
01-30 15:40:33.047   909  3596 D LOWI-9.0.0.79: [LOWIScanResultReceiver] Send scan meas to listener
01-30 15:40:33.047   909  3596 D LOWI-9.0.0.79: [LOWIScanResultReceiver] Enter passive listening mode
01-30 15:40:33.047   909  3596 D LOWI-9.0.0.79: [LOWIWifiDriverInterface] getMeasurements - Passive listening mode
01-30 15:40:33.047   909   961 D LOWI-9.0.0.79: [LOWIEventReceiver] handleEvent:FROM:NA, TO:NA, REQ:NA, IREQ:NA, REQ_ID:0, RESP:NA, INFO:NA
01-30 15:40:33.048   909   961 D LOWI-9.0.0.79: [LOWIBackgroundScanMgr] isRspForBgScanMgr: evt(LOWI_NO_EVT) - not handled
01-30 15:40:33.048   909   961 D LOWI-9.0.0.79: [LOWIScheduler] manageMsg: NULL results or NULL request in results
01-30 15:40:33.048   909   961 D LOWI-9.0.0.79: [LOWIController] Measurements received
01-30 15:40:33.048   909   961 D LOWI-9.0.0.79: [LOWICacheManager] putInCache:Num of Meas to add: 7
01-30 15:40:33.048   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] WipsScanUsingNL:wait -1 sec for netlink message
01-30 15:40:33.051   909   961 D LOWI-9.0.0.79: [LOWIController] processMeasurementResults: No current Request. Cache measurements
01-30 15:40:33.051   909   961 D LOWI-9.0.0.79: [LOWIControllerExtn] sendLOWILpDiscoveryScanResponse: Not a discovery scan response
01-30 15:40:33.057  2670  1448 I FrewleTileCacheManagerV: Fetched 3 AP models from cache [CONTEXT service_id=6 ]
01-30 15:40:33.121   483   565 I LocSvc_api_v02: ---> locClientSendReq line 2409 QMI_LOC_INJECT_POSITION_REQ_V02
01-30 15:40:33.121   483   565 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:33.124   483   951 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:33.124   483   951 I LocSvc_ApiV02: <--- globalRespCb line 221 QMI_LOC_INJECT_POSITION_REQ_V02
01-30 15:40:33.406  1316  1316 I chatty  : uid=1000(system) expire 35 lines
01-30 15:40:33.668  1316  1317 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:33.669  1316  1316 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:40:33.669  1316  1316 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:33.670  1316  1316 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:33.670  1316  1316 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:33.671  1316  1316 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:33.671  1316  1316 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:33.864  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:33.867  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:33.886  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:34.113   297   297 I chatty  : uid=1000(system) hwservicemanage expire 11 lines
01-30 15:40:34.116  1089   382 D CompatibilityChangeReporter: Compat change id reported: 135634846; UID 10127; state: DISABLED
01-30 15:40:34.117  1089  1190 D CompatibilityChangeReporter: Compat change id reported: 143937733; UID 10127; state: ENABLED
01-30 15:40:34.151   396   396 D Zygote  : Forked child process 1322
01-30 15:40:34.162  1089  1190 I ActivityManager: Start proc 1322:com.google.android.gms/u0a127 for service {com.google.android.gms/com.google.android.gms.ads.identifier.service.AdvertisingIdService}
